Wall time,Step,Value
1694332612.0139244,12944,6.845422267913818
1694332614.135063,12972,6.811335563659668
1694332614.4375288,12976,6.806471347808838
1694332616.0284224,12997,6.780977249145508
1694332617.0511312,13010,6.765219211578369
1694332618.1513505,13024,6.748260974884033
1694332619.9707797,13048,6.719255447387695
1694332623.303548,13092,6.666264533996582
1694332630.5699687,13188,6.551513195037842
1694332635.2375414,13250,6.478058338165283
1694332636.0758815,13261,6.465076446533203
1694332639.3243802,13304,6.414506912231445
1694332642.7066827,13349,6.361880779266357
1694332645.629823,13388,6.316509246826172
1694332647.8718817,13418,6.281749725341797
1694332650.6347077,13455,6.239085674285889
1694332655.972883,13522,6.162372589111328
1694332658.1040163,13550,6.130495071411133
1694332658.6964793,13558,6.1214280128479
1694332664.1767468,13623,6.048020839691162
1694332665.577832,13642,6.026705265045166
1694332665.724942,13644,6.024472236633301
1694332666.0010405,13647,6.0211076736450195
1694332667.58864,13660,6.006567001342773
1694332673.7960584,13736,5.922091960906982
1694332679.5069115,13802,5.849526882171631
1694332682.7539642,13831,5.817873477935791
1694332684.3357239,13849,5.7982964515686035
1694332687.4405,13890,5.753918170928955
1694332689.6155586,13916,5.7259321212768555
1694332694.741779,13971,5.667108535766602
1694332695.4017727,13980,5.657535552978516
1694332697.3283112,14006,5.629945755004883
1694332700.3218472,14046,5.58774471282959
1694332709.0458515,14158,5.471097469329834
1694332710.4504926,14177,5.4515275955200195
1694332711.2458997,14188,5.440229892730713
1694332712.5429785,14206,5.421789169311523
1694332716.2836087,14258,5.368828773498535
1694332716.787508,14265,5.361739635467529
1694332724.438734,14349,5.277328014373779
1694332724.9690106,14354,5.272345542907715
1694332725.8271058,14361,5.265370845794678
1694332728.976705,14399,5.227689743041992
1694332729.4077883,14405,5.22176456451416
1694332730.4428895,14419,5.207961082458496
1694332731.015863,14427,5.2000885009765625
1694332731.0881085,14428,5.199106693267822
1694332735.949821,14496,5.132669925689697
1694332738.935628,14535,5.094948768615723
1694332742.1970417,14577,5.054631233215332
1694332745.5073235,14623,5.010822296142578
1694332747.0716276,14645,4.990014553070068
1694332754.1989942,14745,4.896518707275391
1694332755.2691615,14760,4.882648468017578
1694332759.4772565,14819,4.828477382659912
1694332761.76526,14851,4.799350261688232
1694332763.0328252,14864,4.787569999694824
1694332763.355749,14868,4.783949375152588
1694332767.4703553,14921,4.736273765563965
1694332767.7546253,14925,4.732694149017334
1694332768.9383194,14940,4.719303607940674
1694332775.5773008,15019,4.649419784545898
1694332778.8697882,15065,4.609226703643799
1694332778.9401376,15066,4.608355522155762
1694332779.2213092,15070,4.604878902435303
1694332782.05729,15110,4.570269584655762
1694332783.0507727,15124,4.558218002319336
1694332784.0399182,15138,4.546201229095459
1694332785.1003494,15153,4.5333638191223145
1694332786.723847,15176,4.513743877410889
1694332787.3574793,15185,4.506117820739746
1694332788.345028,15199,4.494231224060059
1694332796.7527862,15318,4.394684314727783
1694332797.8798232,15334,4.381480693817139
1694332798.9752939,15348,4.369968891143799
1694332800.5136766,15362,4.358486175537109
1694332801.27872,15371,4.3511199951171875
1694332805.2046463,15419,4.312070846557617
1694332806.5810947,15435,4.299130916595459
1694332807.0061667,15441,4.294296741485596
1694332808.2501254,15456,4.282223224639893
1694332808.6752405,15462,4.277407169342041
1694332810.9947274,15490,4.2550048828125
1694332820.8193154,15610,4.160426139831543
1694332822.9121244,15638,4.13869571685791
1694332825.0317833,15668,4.115553379058838
1694332828.1984158,15712,4.081873416900635
1694332828.903643,15722,4.074258804321289
1694332831.0103283,15749,4.0537824630737305
1694332831.8882325,15760,4.045471668243408
1694332834.631172,15793,4.020658016204834
1694332835.3936584,15801,4.0146708488464355
1694332836.7660956,15820,4.000483989715576
1694332837.5387113,15831,3.992295742034912
1694332841.0356288,15873,3.9612085819244385
1694332845.5265331,15921,3.926015615463257
1694332845.5966516,15922,3.9252867698669434
1694332855.4762127,16032,3.8459692001342773
1694332859.3620932,16076,3.814755439758301
1694332863.1186352,16117,3.7859292030334473
1694332863.8549764,16125,3.780334234237671
